,,area,content,count,data,link,page,title
10,10,中正區,〔記者蕭婷方、盧姮倩、蘇金鳳、張勳騰、簡惠茹、游太郎、黃佩君、湯佳玲、林曉雲／綜合報導〕全台灣竟有三萬六千多戶居民使用鉛管輸送的自來水，光大台北地區就有三萬戶、管線總長逾十萬公尺，苗栗、宜蘭及花蓮等縣則有六六五一戶，台灣自來水公司承諾明年底全部汰換，台北市自來水事業處則要遲至民國一一四年才能全數汰換。經濟部長鄧振中昨強調水質符合國家標準，呼籲民眾放心，至於鉛管未改善具體地區則不願公布。民眾幹譙「毒食品要公布，毒水為何不公布？難道我的小孩是喝鉛水長大的嗎？」民眾指自來水公司應主動公開哪個地區還在使用鉛管，並加速更換，不要讓人心惶惶，誰中鏢都不知道。根據北水處、專家資訊，民國六十八年以前老房子、廿米以下的公共管線，可能會有鉛管，這三萬戶分布於十二行政區；北水處技術科長廖介廷解釋，部分管線八十八年以前為私人財產，僅能修繕，爭取中央補助後，七年前已開始汰換。台北市議員謝維洲昨批評，北市鉛管占全市一．七％，長度達十萬七千五百卅二公尺，相當繞著大安森林公園四十七圈半，且根據圖資，幾乎都散布在捷運沿線旁，鉛管分布最嚴重地區為中正、萬華與文山區，包括水主管機關經濟部及位於中正區的央行、財政部、勞保局等單位，也都是鉛水受災戶。台水公司總經理胡南澤表示，水公司六十三年成立後便不再使用鉛管，明年底全部汰換，約需花費一億元預算。苗、宜、花三縣均要求水公司加速更換，其中花蓮縣的二百一十七戶，預計十二月底前完成。儘管經濟部也喝鉛水，鄧振中昨卻指出，自來水供水品質都合乎國家標準，民眾可上自來水網站，查詢全國各地自來水水質。但經實際查詢，該網站僅提供源頭淨水廠近一年之平均水質資料，並非流過鉛管後的末端家戶用水資料，對民眾疑慮恐沒有幫助。台水表示，雖然有的淨水場抽查含鉛，但都低於十微克／公升的國家標準，且原水本來就可能因為土壤含有微量鉛。不過相較於石門、南化水庫等含鉛量都是零點幾微克，基隆新山水庫則有測到七．七六微克偏高，將進一步了解。全國教師總工會要求教育部清查校園水管，確保學生飲水安全。台大環工系教授駱尚廉提醒，除鉛管外，早期塑膠水管大量使用ＰＶＣ材質，也可能溶出汞、鉻等重金屬，而老舊房舍內部也可能使用鉛管、塑膠管，民眾也須注意，建議換成不鏽鋼管材較佳。自來水公司進行換管工程。（資料照，記者王英傑攝）,11,2015-10-20,http://news.ltn.com.tw/news/life/paper/925013,1,北市3萬戶喝鉛水 全數換管要等10年
11,11,中正區,"面對中正區及萬華區鉛水管密度高，童仲彥在臉書開砲：「犯罪、性侵地圖都能公布了，北水處還在怕什麼？」（資料照，記者簡榮豐攝）〔即時新聞／綜合報導〕日前爆出全台3.6萬戶使用鉛水管、喝含鉛水，根據台北市議員謝維州辦公室所提供的「北市未汰換鉛水管圖」，發現台北市中正區、萬華區佈滿未更換的鉛水管，其中甚至包含多個一級部會。對此，台北市議員童仲彥就在臉書開砲：「犯罪、性侵地圖都能公布了，北水處還在怕什麼？」童仲彥表示，中央與新北市輕忽水土保持，之前颱風來有大量黃泥水，現在又有鉛水，而他的選區中正萬華更是鉛水管最密集的地方。童仲彥提到，台北市長柯文哲指示成立道路暨管線資訊中心，一切公開透明，鉛水管不能獨立於3D管線圖之外，要盡快公布待換鉛水管的詳細位置及影響範圍。童仲彥也批評北水處：「犯罪、性侵地圖都能公布了，北水處還在怕什麼？再不公布鉛水管位置，小心被柯P盯！」他更呼籲北水處：「做點正經的，別引導柯P做錯誤示範，別讓佩琪擔心、不高興！」相關連結請見:（function（d, s, id） {  var js, fjs = d.getElementsByTagName（s）[0];  if （d.getElementById（id）） return;  js = d.createElement（s）; js.id = id;  js.src = ""//connect.facebook.net/zh_TW/sdk.js#xfbml=1&version=v2.3"";  fjs.parentNode.insertBefore（js, fjs）;}（document, 'script', 'facebook-jssdk'））;別讓佩琪擔心了！水處有臉講來自新店溪流域的水是最好的？溫泉業者的洗澡水、泡腳水、糞污水全排進了南勢溪…...Posted by 台灣阿童─童仲彥 on 2015年10月19日別讓佩琪擔心了！水處有臉講來自新店溪流域的水是最好的？溫泉業者的洗澡水、泡腳水、糞污水全排進了南勢溪…...童仲彥臉書全文。（圖擷取自台灣阿童─童仲彥臉書粉絲專頁）",12,2015-10-19  16:50,http://news.ltn.com.tw/news/politics/breakingnews/1480472,1,中正萬華鉛管密度高 童仲彥籲北水處「做點正經的」
12,12,中正區,〔記者蕭婷方／台北報導〕香港爆發飲用水含鉛超標風暴，全台50個供應自來水到家戶的淨水場也有高達半數被驗出供水含鉛，台北自來水事業處轄區也仍有3萬戶仍使用鉛製水管，長期飲用可能導致鉛中毒。北水處目前未公布哪些住戶受影響，但副處長陳曼莉坦言，根據台北都市發展過程來看中正、萬華、文山確實較多，她也強調，目前北市自來水鉛含量均符合中央標準，水管也將於114年全數汰換完畢，民眾不必擔心。陳曼莉今天上午出面說明表示，民國68年以前的房子有可能使用鉛製水管，據統計12行政區都佈有鉛管，並以台北市中正區、萬華區和文山區等老舊社區為主。但陳曼莉表示，據中央水質檢測標準，以往只要在50微克以下即可，後來因應水質標準調整，水處將長度20公尺以上風險較高鉛管全數汰換，而長度20公尺以下鉛管對水質影響不大，據目前觀測數據，鉛含量均在10微克以下，民眾不需擔心。陳曼莉強調，北水處將在民國114年全部完成汰換，未來北水處供水轄區均以不鏽鋼、球狀石磨鑄鐵管為主（DIP），民眾若有疑慮可向水處查詢。北水處目前未公布哪些住戶受影響，副處長陳曼莉坦言，根據台北都市發展過程來看中正、萬華、文山確實較多。（資料照，記者簡榮豐攝）,13,2015-10-19  11:47,http://news.ltn.com.tw/news/life/breakingnews/1480159,1,鉛管供水 北水處︰多集中中正、萬華、文山等
13,13,中正區,全台3.6萬戶的供水含鉛，連自來水主管機關經濟部也受害，經部部長鄧振中強調鉛管已陸續汰換，但不願公布未改善地區。（資料照，記者吳為恭攝）〔記者黃佩君／台北報導〕全台3.6萬戶喝鉛水恐有害健康，經濟部長鄧振中今表示明年底前可改善完畢，並強調水質符合國家標準，呼籲民眾放心。但根據民進黨台北市議員謝維洲提供資料，未汰換鉛管竟密集分布在國家部會集中的中正區，連自來水主管機關經濟部都在喝鉛水，非常諷刺。根據謝維洲辦公室提供的北市未汰換鉛水管圖，北市精華區中正、萬華密布未更換鉛管，其中甚至包括多個一級部會，包括水主管機關經濟部、及位於中正區的央行、財政部、勞保局等單位，全部成鉛水受災戶。此外，大安、文山、士林、北投也都有相當多鉛管尚未汰換。儘管經濟部也喝鉛水，鄧振中今早卻指出，自來水供水品質都合乎國家標準，民眾可上自來水網站，查詢全國各地自來水水質，絕對符合國家標準請民眾安心。但經實際查詢，該網站僅提供源頭淨水廠近一年之平均水質資料，並非流過鉛管後的末端家戶用水資料，對民眾疑慮恐沒有幫助。鄧振中說，目前仍使用鉛管的自來水用戶北市有3萬多戶、其他地方有6000戶，皆是民國60幾年就使用的鉛管。這些管線是有列管的，到明年就會改善完畢。他強調，鉛管陸續有在改善，但就剩最後一部分未改善到，多半處於比較舊的巷弄地區。但對鉛管未改善具體地區，儘管經濟部自己成受災區，仍不願加以公布。北市中正區為汰換鉛水管圖，粉紅點為鉛水管（北市議員謝維洲辦公室提供）,14,2015-10-19  10:11,http://news.ltn.com.tw/news/life/breakingnews/1480011,1,鉛管水遍全台 連管水的經濟部都在喝！
14,14,中正區,〔記者盧姮倩／台北報導〕二○一六大選邁入倒數，在民進黨總統參選人蔡英文批國民黨陣前換將之際，綠營北市立委選舉布局則雜音不斷。綠營人士指出，北市內湖南港選區禮讓親民黨已引發不滿，北市議員高嘉瑜又頻透過臉書質疑合作意圖，造成基層疑慮，恐讓同選區國民黨參選人李彥秀漁翁得利；至於北市中山松山選區，三立主持人陳斐娟不選後，綠營擬改徵召已入黨的精神科醫師潘建志，但潘民調持續低檔，支持者也早已分裂，勝選機率渺茫，整體選情陷入低迷，影響基層動員意願。懸而未決的北市中山松山選區，民進黨原已徵召梁文傑，因前主席林義雄屢點名批評而退選，綠營擬改徵召電視台主持人陳斐娟，卻因潘建志不同意民調方式，且不斷放話強調堅持參選到底而破局，陳遂退選。綠營人士認為，這盤局早被潘建志搞壞，支持者已失望分裂，如今不管徵召誰都沒意義，基層也不會用力支持潘。一名不具名議員則抱怨，基層支持者不解，民進黨此次氣勢大好，卻不提名自己人，反而支持勝選機率較小的參選人，例如北市中正萬華選區，綠營禮讓時代力量林昶佐，國民黨參選人林郁方根本躺著選，林私下還透露「真的鬆口氣」；而北市文山中正區，綠營竟支持遭國民黨開除黨籍的北市議員李慶元，讓基層直呼「投不下去」。民進黨此次立委選舉僅徵召提名三區、禮讓五區，高嘉瑜今年六月不滿到黨部抗議，向蔡英文高喊「選對會黑箱」，近來也透過臉書指，綠營若提名正確人選將必勝，但黨不明原因放棄；外傳高嘉瑜有意投入港湖區立委選戰，曾透過黨內高層傳話，盼與小英會面未果，但綠營人士認為，高參選機率不高，而她屢透過臉書營造民、親對立，恐讓李彥秀漁翁得利。高嘉瑜昨僅回應，據她了解，小英及黨內人士也認為該區可提名，黨高層卻強調民、親已談好合作，不能提名，但宋已宣布參選，親民黨甚至參加中國九三閱兵，基層支持者無法接受票投黃珊珊，票源移轉有限。民進黨北市黨部主委黃承國則回，主席不會說出這樣的話，對臉書及其發言不評論。黃承國昨說，選對會決議以大局考量，且為共識決非表決，港湖區原則上不會提名，但仍在觀察情勢，若國、親明確合作，親民黨總統參選人宋楚瑜出任藍營副手，情勢有明顯變化，不排除提名人選，待各區定案，將努力凝聚團結力量。至於中山松山選區，民進黨北市黨部主委黃承國說，選對會上週建議中常會同意北市議員梁文傑退選案，改徵召潘建志，但若同選區社民黨參選人李晏榕同意民調，潘不得拒絕；中常會最快下週三做出決定。梁文傑昨說，黨有徵詢他的意見，他反映黨若徵召他，潘建志仍會選到底，若黨可以接受，他就同意參選。,15,2015-10-19,http://news.ltn.com.tw/news/local/paper/924945,1,〈台北都會〉民進黨禮讓、徵召立委選舉布局混亂 基層失望
15,15,中正區,北市府本週將公布性侵熱點。（資料照，記者林正方方土攝）〔即時新聞／綜合報導〕台北市長柯文哲規劃，要藉由霍桑效應，分批公布各類居住生活安全熱點，以處理相關問題。本週柯將公布性侵熱點，北市警察局表示，會改良「易發生婦幼被害犯罪地點」，列舉該地點發生何種刑案，方便民眾查詢。《蘋果日報》報導，北市警局婦幼隊表示，「易發生婦幼犯罪地點」中的犯罪項目包括強盜、搶奪、性侵害、妨害風化及傷害5大類。性侵部分為維護被害者，顧及《性侵害防治法》、《個資法》，故均只公布大致路段、無確實地址。最新「易發生婦幼犯罪被害地點」資料顯示，犯罪地點最多前三名，依序是文山、松山及中正區。,16,2015-10-18  09:39,http://news.ltn.com.tw/news/life/breakingnews/1479127,2,柯P將公布性侵熱點 這些地方要小心
16,16,中正區,「都市再生」成為國際都會發展的重要課題，當台北城市軸線由西向東延伸，東邊有以南港三期重劃為主的「東區門戶計畫」，發展時間最早的西邊不甘就此沒落，也有以台北車站為核心的「西區門戶計畫」。究竟哪一邊的未來發展性更佳？透過本刊的房市PK將一見分曉。過去南港工廠林立、鐵路密集，因此被稱為「黑鄉」，90年代隨著鐵路地下化新生廊道、沿線兩側工業區轉型重新規劃，及眾多重大公共建設到位，南港正在快速蛻變中，未來發展潛力高。其中南港三期開發範圍主要為市民大道七、八段，分布在昔日南港調車場、南港火車站間，對於形塑新東區有關鍵影響力。依照市府的發展藍圖，將打造比信義計畫區更完整的連通系統，由南港車站往東串連至經貿園區，往北銜接基隆河岸，往西連結捷運昆陽站，往南通往至忠孝營區。「東區門戶計畫」是以四鐵共構的南港車站站區為核心，結合忠孝營區、南港轉運站東側商三特土地及僑泰興麵粉廠共三處國家生技園區第二期基地；連同106年即將完工啟用的國家會展中心二代館、南港軟體園區及生技產業園區，配合推動中的重大公共建設，成為創新產業軸帶，住宅市場逐漸熱絡。而在台北市另一側，去年底拆除忠孝西路公車專用道，只是「西區門戶計畫」的第一步。未來都發局將以台北車站、C1D1雙子星大樓為核心，西起環河北路，東至中山北路，北至市民大道，南至忠孝西路的區域來整體規劃，先從整頓交通動線，檢討人行環境、車行動線與公車路線做起。預計在機場捷運台北A1站明年3月通車後，站區周邊將有煥然一新城市容顏，成為最耀眼奪目的國家門戶，創造房市話題。根據《住展雜誌》統計，過去一年來，南港區新建案價格略有修正，今年第二季來到每坪73.7萬元，但中正區持平小漲，每坪均價為117.3萬元，兩者價差擴大。住展企研室經理何世昌分析，南港近年來蛋白地段有幾件新建案價格明顯下修，蛋黃地段幾乎沒新建案，反觀中正區建案較沒有讓價空間，加上今年小坪數案多，把單價提高，因此兩區呈現漲跌互現。談起東西區門戶的房市前景，東森房屋南門加盟店店東呂奕德說，中正區以學區見長，例如國語實小、中正國中、弘道國中、建中、北一女都是名校，對於有意購屋的民眾，建議往中華路二段看房，市府已選定在忠義國小興建社會住宅，加上國興國宅都更啟動，未來將帶動都市風貌改變，現在有機會以相對平價入主台北市門牌。住商不動產南港站前加盟店店長莫宗穎說，南港即將成為四鐵共構轉運站，以後來自汐止方向的民眾不用到台北車站搭高鐵，可直接在南港搭乘，通勤人口增加會帶動區域商業機能，建議民眾往南港站周邊及昆陽站旁舊商圈看房。總體而言，北市兩大門戶計畫的交通機能平分秋色，中正區在商圈數量與成熟度上勝過新開發土地較多的南港區，但在重大建設及未來利多方面，南港區以優越的未來發展性扳回一城，再加上南港目前新建案成交價比中正區便宜約38%，比價優勢明顯，有助提升購屋族心目中C/P值，因此房市PK由東區門戶計畫勝出。雙子星開發案所在的C1D1街廓，目前已看到機場捷運A1站站體。(攝影／黃柏榮)潤泰City Link商場與南港車站共構，成為區域商業發展指標。南港區的新建案成交均價較中正區平實為一大優勢。中國信託看好台北新東區未來發展，早已將企業總部遷至南港。在西區門戶計畫啟動後，台北車站後站商圈將有不同面貌。(攝影／黃柏榮),17,2015-10-17,http://news.ltn.com.tw/news/consumer/paper/924314,2,台北市東西區大PK 門戶計劃改造市容
17,17,中正區,南萬華受惠萬大線動工，生活機能大為提升，新案「萬大ONE」，距離預定站點400公尺，萬華車站BOT案也即將完工，日前台北市政府宣告中正萬華區復興計劃，將讓西區市容翻轉，產品規劃23~48坪，每坪開價68~72萬元，預計2019年完工。富力陽建設推出的「萬大ONE」，基地位在民和街81巷，距離捷運萬大線預定的東門站僅400公尺，現場專案經理安家和表示，南萬華生活機能成熟，未來有萬大線經過，附近有青年公園、河濱公園環繞，採買可到環南市場、東園市場，萬華車站BOT案將規劃商場、辦公室和飯店，讓車站功能大幅提升。萬華區聯外交通便捷，可經由多座橋樑往返雙北各區，上環快可到士林北投，水源快速道路可上北二高及中正區，公車可在萬大路搭乘，轉乘至捷運站點，或可在萬華車站搭乘火車，大眾運輸工具選擇多；南萬華未來將有捷運萬大線經過，第一階段目前已進行初期工程，此案距離未來捷運站東門站僅400公尺，步行可達。「萬大ONE」規劃地上13層、地下3層建物，基地面積315坪，1樓有4戶店面，標準層單層5戶，休閒設施規劃在1樓，有飯店式門廳、沙發區、LOUNGE BAR、私人花園、多功能會議室，頂樓有健身房、空中花園和曬衣場，建材配有櫻花牌廚具、單層排氣、TOTO衛浴，此案也獲選銀級綠建築候選標章。「萬大ONE」專案經理 安家和政府近年極力改造西區市容，南萬華發展早，生活機能成熟，在都更及相關建設挹注下，環境市容將大為改善，未來此區還有捷運萬大線經過，萬華車站BOT案也即將完工，塑造全新的車站商圈，結合既有生活機能，整體居住環境更加完備。樣品屋規劃C戶35坪，可隔3房，室內樓高3.2米，採光良好。,18,2015-10-17,http://news.ltn.com.tw/news/consumer/paper/924316,2,萬大ONE 近萬大線站點
18,18,中正區,〔記者涂鉅旻／台北報導〕台北市長柯文哲選前承諾南港瓶蓋工廠、嘉禾新村「全區保留」，但前者全區保留在月初宣告破局，而坐落在中正區的聯勤眷村「嘉禾新村」，台北市文資審議委員會今年四月僅列三棟建物為歷史建築，其他建物恐被拆除；選前承諾面臨再度跳票的柯Ｐ昨天說，他還沒決定要怎麼做，也不會那麼快拆除。建管處發言人洪德豪說，國防部已提出拆除執照申請，但須待樹木保護計畫送文化局審查通過，建管處才會發照，國防部還未送樹保計畫，因此「還不會這麼快（拆）。柯文哲嘉禾新村「全區保留」的承諾恐跳票。（資料照）,19,2015-10-16,http://news.ltn.com.tw/news/local/paper/924217,2,〈台北都會〉嘉禾新村難全保 柯：不會那麼快拆
19,19,中正區,千禧之愛健康基金會邀請羅東博愛醫院院長、高血壓醫學會理事長陳文鍾10月17日上午10時至12時，在中正紀念堂正殿一樓中正演藝廳（台北市中正區中山南路21號）主講「戰勝無聲殺手─高血壓的最佳策略」。洽詢電話為（02）8786-0996。,20,2015-10-15,http://news.ltn.com.tw/news/life/paper/923974,2,《健康充電站》高血壓衛教講座
20,20,中正區,,21,,http://talk.ltn.com.tw/article/breakingnews/1474224,2,
21,21,中正區,〔記者黃欣柏／台北報導〕台北市1名馬姓男子，前年向廖姓屋主購買中正區1處5樓房產，未料交屋後卻發現房子有傾斜狀況，且竟然有部分面積坐落於被市府徵收的地號上，馬氣得向廖提告求償，今台北地院判廖須賠償220萬餘元，可上訴。馬男指控，前年9月間他透過房仲業者介紹，以1031萬元價格向廖男購入該房屋，沒想到事後發現房屋傾斜，此外有約4.64平方公尺的面積坐落於被市府徵收的地號上，甚至廖男之母早於民國78年就領取過徵收補償費。馬男指出，在不動產標的現況說明書第7項「建築改良物現況是否占用他人土地」及第14項「建築改良物是否有龜裂傾斜情形」等2個欄位上，均勾選「否」，顯然是刻意隱瞞房屋瑕疵，經鑑定後他受有房屋傾斜損害169萬餘元、占用他人土地之損害50萬餘元，合計廖應賠償他220萬餘元。台北地院審理後，認為依據鑑定結果，該房屋的傾斜率值為1/47，接近須拆除重建的臨界值1/40，已經達到影響使用功能與結構安全的程度，另占用他人土地的4.64平方公尺部分，雖然面積微小，但有隨時遭拆除之風險，依通常交易觀念而言，顯然可視為瑕疵，今判廖須賠償220萬餘元。台北市1名馬姓男子，向廖姓屋主購買1處房產，未料交屋後卻發現房子有傾斜狀況，還是徵收地。示意圖，與本新聞無關。（情境照）,22,2015-10-13  12:10,http://news.ltn.com.tw/news/society/breakingnews/1473919,2,買房竟買到徵收地 他告原屋主勝訴
22,22,中正區,〔記者錢利忠／台北報導〕台北市劉姓工人為了喝啤酒，竟先到超商與店員「搏感情」，取得店員信任後，便以「忘了帶錢，待會再回工地拿錢」等藉口，在店內暢飲9罐啤酒，事後卻拒不付帳，吃上詐欺官司；劉男應訊時指自己忘了還錢，並當庭還清欠款，但台北地檢署勘查他的警詢筆錄，發現他曾承認騙酒喝，不採信其說詞，今將他起訴。去年12月，在中正區某工地工作的劉男，接連2天到工地附近的全家便利商店消費，與店員混熟後，竟以錢放在工地、待會再付帳為由，打開9罐雪山啤酒暢飲。數天後，劉男再次回到超商消費，遭店員追討欠款，他卻裝傻不付錢，吃上詐欺官司；他到警局作筆錄時，承認自己騙酒喝，被依詐欺罪移送法辦，直到今年9月，劉男出庭時才改口辯稱，指自己忘了還錢，否認詐欺犯意，並當庭還清欠款400元。檢方認為，劉男警詢時已承認自己騙酒喝，且他事發後曾多次回到超商，他卻裝傻不付錢，直到拖了9個多月遭傳喚出庭時，才當庭還清款項，認定他詐欺罪證明確。,23,2015-10-12  12:18,http://news.ltn.com.tw/news/society/breakingnews/1472788,2,與超商店員「搏感情」 竟是為了...
23,23,中正區,〔即時新聞／綜合報導〕在今天凌晨4點左右，在連接新北永和與台北市中正區的重要交通管道中正橋，由市政府為了慶祝雙十國慶而設置的48面國旗遭人用刀刃剪爛劃破。當時接獲報案的永和分局中正橋派出所警員到場時，犯案人士已不見蹤影。而根據《蘋果日報》的報導，在經過調閱監視器後，目前警方已鎖定十來名戴著口罩和手套、拿著美工刀的年輕人，這些人都是從環河水門徒步走上中正橋，用利刃劃破國旗。目前相關單位正積極抓捕嫌犯。今日凌晨4時左右，永和中正橋上的國旗遭人用刀刃劃破，目前嫌犯已被警方鎖定。（資料照，記者游蓓茹攝）今日凌晨4時左右，永和中正橋上的國旗遭人用刀刃劃破。（資料照）,24,2015-10-10  13:08,http://news.ltn.com.tw/news/society/breakingnews/1471163,2,國慶日國旗毀損案 嫌犯疑是多位年輕人
24,24,中正區,記者朱語蕎／專題報導、攝影捷運古亭站是重要的轉運樞紐，位處中正及大安區交界，區段位置精華，國中小學區完整，也是臺灣師範大學所在，文教氣息濃厚，主幹道兩側商業機能發達，住家則多位巷弄，中小坪數最受青睞，但中古大樓總價最少2500萬元起，入住門檻不低，近期則有新案打出成交只要7字頭，吸引民眾目光。古亭站為多條捷運交會線，可通往新店、松山、東門、中和、蘆洲和三重，到信義計劃區只要一站在東門站轉乘，前往東區可在忠孝新生站轉乘板南線，串聯大台北各精華區，而主幹道羅斯福路、和平東路有多線公車可搭乘，對於通勤族來說十分便利。而開車則可由水源快速道路接建國高架橋，或經金山南路上新生高架橋，聯外交通發達。由於地段條件佳，古亭站在多條捷運陸續開通後，商業發展更臻成熟，羅斯福路、和平東路上銀行、連鎖商店多，日系餐廳相繼進駐，附近有師大、永康商圈，相隔不遠的古亭站也成為兵家必爭之地，不少店家在此展店，咖啡廳、藝文展場多，塑造不同的居住氛圍。採買則可到古亭市場，區內也有松青、頂好、全聯可購買日常所需。此區剛好位處中正和大安兩行政區交界，以羅斯福路為界，東側為大安區、西側為中正區，大安區門牌部分區塊擁有中正國中、金華國中學區，且鄰近師大校園、大安森林公園等綠帶，永康街、麗水街小環境佳，房價行情比起西側好。信義房屋古亭店專案經理李仲玹表示，主要幹道兩側多為住辦混和大樓，住家多位在巷弄內，大安區門牌公寓每坪可達70~76萬元，若是中正區門牌公寓每坪在60萬元初頭，最便宜的區塊是廈門街，公寓行情每坪只要40~45萬元，相對平實許多。此區較知名的社區有「狀元及第」，是位在羅斯福路上的25年住辦大樓，後棟可看師大校區，每坪行情約在90萬元上下；而名模林志玲家人居住的「百達富麗」，則為56、70坪產品，每坪行情也約90萬元。較新的社區有「一品居」、「音悅廳」，屋齡在10年內，每坪在100萬元初，而「儒林天廈」因具有中正國中學區，且近捷運站，受不少家長青睞，每坪80~85萬元。由於有師大校區，又位處交通核心，此區出租需求旺盛，有不少套房產品，古亭站共構宅有兩棟社區，分別為「奧斯汀」及「寶時捷」，共構宅每坪行情也在90~95萬元，其他套房型產品還有「師大甜心」、「師大美術」、「師大麗緻」等，若為挑高型產品，價格會更高，而此區套房每月租金約在1萬5到2萬左右。目前區內新案不少，新進場的有位在廈門街的「中正文華」，規劃主力23和31坪產品，訴求每坪成交在7字頭，公設規劃豐富，最低總價1800萬元起即可入住；光合行銷自建案「巨流河」，位河景第1排，規劃雙併41坪產品，一旁即為市定古蹟紀州庵，距離古亭站也不遠。河堤國小旁的「捷韻178」，主力產品為2房，鄰近古亭站及師大商圈，每坪97~98萬元，訴求全棟石材外觀；成屋案則有「中正捷座」、「中正麗園」，「中正捷座」基地位同安街口，日前打出帶租約出售，釋出帶租約的38坪產品，以及1樓咖啡店鋪和7樓辦公室用途的樓中樓，每坪行情96萬元，可立即享有出租收益，適合置產投資；「中正麗園」則規劃53、58大3房產品，新日鐵制震結構，具有中正國中學區。古亭站周邊生活機能成熟，住家區塊以浦城街巷弄環境最佳，雖多為公寓產品，但行情也不低，且鄰近師大校園，享有地利之便，近期因捷運開通，帶來更多人潮商機，主幹道店面空置率低，但由於新捷運路線開通前，此區房價已屬高檔，開通後未帶來太多漲幅空間，目前房價盤整，若有自住需求民眾，不妨大膽議價。在婦幼醫院旁有大型變電所，同安街有十普寺，裏頭有擺放塔位，有忌諱的民眾，要避免購買周邊物件；羅斯福路西側開發較早，傳統宮廟多，遇節慶較為吵雜，而東側鄰近師大及永康圈商圈，假日觀光人潮多，購屋前要多注意周邊概況。信義房屋古亭店專案經理 李仲玹古亭站周邊生活機能成熟，聯外交通發達，多條捷運交會可通往各區，是重要的轉運樞紐，同時又有中正國中、金華國中等明星學區加持，房價始終位處高檔，想入住此區公寓，總價約1千萬到兩千萬元，中古大樓總價需2千5百萬到3千萬元，行情不低，建議首購族可從小坪數找起，此區套房和2房產品不少，總價相對便宜。此區老舊公寓多，新案多為合建或改建案，基地規模不大，各式產品都有。古亭站有多條捷運線交會，可通往大台北各區，是重要轉乘站點。此區鄰近師大校區，學術氣息濃厚，擁有不少文青咖啡廳。古亭站位處地利之便，主幹道商業機能發達，銀行、商家林立。,25,2015-10-10,http://news.ltn.com.tw/news/consumer/paper/922417,2,古亭站捷運交會 學區完整
25,25,中正區,中正區被稱為行政特區，區內學校、醫院和行政機關多，機能發展成熟，是台北市核心區塊，新案「中正文華」，位中正區廈門街，距離捷運古亭站約750公尺，附近有郵局、超商和超市，距離古亭、永康、師大商圈不遠，主力產品23、31坪，每坪成交僅在7字頭，相當具吸引力。匯泰機構推出的「中正文華」，基地位在廈門街，擁有298坪基地，是此區難得的完整街廓新案，現場專案副理呂龍恩表示，中正區是台灣發展最早的行政區，也是政府行政機關所在，治安環境特別好，博愛特區被稱為城中區，此區則被稱為城南區，沿著新店溪，主要由金門、牯嶺.、同安和廈門街所組成，因早期有不少文人雅士居住在此，又被稱為「四君子」，而廈門街早期有不少店家販售皮件、旗袍，現在則以中古家具為主。該案距離捷運古亭站約750公尺，古亭站是雙捷運交會站，可轉乘至中和、蘆洲、三重、新店和松山，和平西路有多線公車可通往各區，對通勤族來說十分便利；開車則可由汀洲路接建國高架橋，或由金山南路上新生高架橋，聯外交通發達。「中正文華」規劃地上12層、地下3層建物，基地3面臨路，車位全為坡道平面車位，車輛由廈門街81巷進出，1樓有7戶店面，公設規劃在9樓一半的樓層，有交誼廳、閱覽室、Lounge Bar、戶外戲水池，屋突有健身房，頂樓還有空中花園和烤肉區，公設配備豐富。標準層單層9戶，8樓之後逐層退縮，建材配有歐寶廚具、SVAGO蒸烤爐、4件式衛浴、3合1暖風機、當層排氣等，預計明年初動工，2017年完工。「中正文華」專案副理 呂龍恩此案位中正區，成交價只要7字頭，是附近價格最平實的全新建案，附近生活機能發達，到永康街、師大商圈或公館都很方便，廈門街也有郵局、超商等機能，主力產品為2房，總價1800萬元起，在台北市來說相當難得，且車位是坡道平面，還有豐富公設，規劃相當好。樣品屋規劃A6戶26坪，2房格局，室內樓高3.2米，採開放式設計。,26,2015-10-10,http://news.ltn.com.tw/news/consumer/paper/922418,2,中正文華 7字頭入住中正區都心
